,artists,genres,Artist Popularity
1251,B.G. Knocc Out,"[""'deep g funk'"", ""'g funk'"", ""'west coast rap'""]",35
1252,B.J. Thomas,"[""'adult standards'"", ""'brill building pop'"", ""'bubblegum pop'"", ""'classic country pop'"", ""'folk'"", ""'folk rock'"", ""'mellow gold'"", ""'soft rock'""]",46
1253,B.K. Sumitra,"[""'kannada bhava geethe'""]",0
1254,B.T. Express,"[""'classic soul'"", ""'disco'"", ""'funk'"", ""'jazz funk'"", ""'post-disco'"", ""'quiet storm'""]",29
1255,B.o.B,"[""'atl hip hop'"", ""'dance pop'"", ""'hip hop'"", ""'pop'"", ""'pop rap'"", ""'rap'"", ""'southern hip hop'""]",57
1256,B2K,"[""'boy band'"", ""'dance pop'"", ""'hip hop'"", ""'hip pop'"", ""'pop rap'"", ""'r&b'"", ""'southern hip hop'"", ""'urban contemporary'""]",46
1257,B5,"[""'deep pop r&b'"", ""'pop rap'"", ""'urban contemporary'""]",44
1258,BABYMETAL,"[""'alt-idol'"", ""'comic metal'"", ""'idol rock'"", ""'j-metal'"", ""'kawaii metal'""]",53
1259,BACK-ON,"[""'anime'"", ""'anime rock'"", ""'j-poprock'"", ""'otacore'""]",57
1260,BADBADNOTGOOD,"[""'alternative hip hop'"", ""'canadian modern jazz'"", ""'escape room'"", ""'indie soul'""]",55
1261,BAEKHYUN,"[""'k-pop'""]",77
1262,BAINS.,"[""'bc underground hip hop'""]",62
1263,BANKS,"[""'alternative r&b'"", ""'art pop'"", ""'dance pop'"", ""'electropop'"", ""'indie poptimism'"", ""'indie r&b'"", ""'indietronica'"", ""'pop'"", ""'vapor soul'""]",59
1264,BANNERS,"[""'indie poptimism'"", ""'modern alternative rock'"", ""'pop'"", ""'pop rock'""]",64
1265,BAYNK,"[""'alternative r&b'"", ""'edm'"", ""'electropop'"", ""'indie electropop'"", ""'indie poptimism'"", ""'indie r&b'"", ""'indie soul'"", ""'indietronica'"", ""'new french touch'"", ""'tropical house'"", ""'vapor soul'"", ""'vapor twitch'""]",55
1266,BBC Concert Orchestra,"[""'orchestra'""]",45
1267,BBC Philharmonic,"[""'classic soundtrack'"", ""'classical performance'"", ""'orchestra'"", ""'radio symphony'""]",51
1268,BBC Symphony Orchestra,"[""'classical performance'"", ""'orchestra'"", ""'theme'""]",11
1269,BBMAK,"[""'boy band'""]",49
1270,BENEE,"[""'nz pop'"", ""'pop'""]",73
1271,BETWEEN FRIENDS,"[""'indie pop'"", ""'la pop'""]",70
1272,BIA,"[""'escape room'"", ""'rap latina'"", ""'trap queen'""]",57
1273,BIGBANG,"[""'k-pop'"", ""'k-pop boy group'""]",60
1274,BJ The Chicago Kid,"[""'alternative r&b'"", ""'chicago rap'"", ""'hip hop'"", ""'indie r&b'"", ""'indie soul'"", ""'neo soul'"", ""'rap'"", ""'southern hip hop'"", ""'underground hip hop'""]",55
1275,BLACKPINK,"[""'k-pop'"", ""'k-pop girl group'""]",74
1276,BLUE ENCOUNT,"[""'anime rock'"", ""'j-pop'"", ""'j-poprock'"", ""'j-rock'"", ""'japanese alternative rock'""]",67
1277,BONES,"[""'dark trap'"", ""'emo rap'"", ""'underground hip hop'""]",62
1278,BOOTS,"[""'funk'"", ""'p funk'"", ""'quiet storm'"", ""'soul'""]",52
1279,BR549,"[""'alternative country'"", ""'roots rock'""]",40
1280,BRADIO,"[""'anime latino'"", ""'otacore'""]",61
1281,BRIDGE,"[""'modern blues'"", ""'soul'""]",66
1282,BROCKHAMPTON,"[""'boy band'"", ""'hip hop'"", ""'pop'"", ""'rap'""]",64
1283,BRONSON,"[""'alternative hip hop'"", ""'east coast hip hop'"", ""'hip hop'"", ""'nyc rap'"", ""'queens hip hop'"", ""'rap'"", ""'southern hip hop'"", ""'underground hip hop'""]",69
1284,BROWN & GRAY,"[""'country pop'""]",58
1285,BTS,"[""'k-pop'"", ""'k-pop boy group'""]",66
1286,BUCK-TICK,"[""'j-metal'"", ""'j-rock'"", ""'japanese new wave'"", ""'visual kei'""]",37
1287,BURNOUT SYNDROMES,"[""'anime rock'"", ""'otacore'""]",62
1288,Ba Thet,"[""'burmese traditional'""]",0
1289,Baaba Maal,"[""'afropop'"", ""'desert blues'"", ""'griot'"", ""'musique peule'"", ""'world'""]",56
1290,Baauer,"[""'bass trap'"", ""'brostep'"", ""'electro house'"", ""'electronic trap'"", ""'escape room'"", ""'vapor twitch'""]",59
1291,Baba Brooks & His Band,"[""'rock steady'""]",22
1292,Babasónicos,"[""'argentine rock'"", ""'electronica argentina'"", ""'latin alternative'"", ""'latin rock'"", ""'rock en espanol'""]",63
1293,Babatunde Olatunji,"[""'african percussion'"", ""'afrobeat'"", ""'afropop'""]",12
1294,Babe Ruth,"[""'bboy'""]",41
1295,Babes In Toyland ,"[""'grunge'"", ""'minneapolis punk'"", ""'riot grrrl'""]",36
1296,Babes in Toyland Children’s Chorus,"[""'chorus'""]",8
1297,Babes in Toyland Orchestra,"[""'orchestra'""]",6
1298,Babes in Toyland Villager’s Chorus,"[""'chorus'""]",6
1299,Babik Reinhardt,"[""'gypsy jazz'"", ""'jazz guitar'""]",36
1300,Baby,"[""'atl hip hop'"", ""'atl trap'"", ""'rap'""]",39
1301,Baby Ariel,"[""'social media pop'""]",65
1302,Baby Bash,"[""'chicano rap'"", ""'dance pop'"", ""'dirty south rap'"", ""'gangster rap'"", ""'hip hop'"", ""'hip pop'"", ""'latin hip hop'"", ""'pop rap'"", ""'r&b'"", ""'rap'"", ""'southern hip hop'"", ""'urban contemporary'""]",48
1303,Baby Boy,"[""'dirty south rap'"", ""'pop rap'"", ""'southern hip hop'""]",44
1304,Baby Boy Da Prince,"[""'dirty south rap'"", ""'pop rap'"", ""'southern hip hop'""]",57
1305,Baby Dodds,"[""'jazz drums'"", ""'new orleans jazz'""]",4
1306,Baby E,"[""'latin'"", ""'latin hip hop'"", ""'perreo'"", ""'reggaeton'"", ""'reggaeton flow'"", ""'salsa choke'"", ""'tropical'""]",54
1307,Baby G,"[""'latin'"", ""'latin hip hop'"", ""'perreo'"", ""'reggaeton'"", ""'reggaeton flow'"", ""'salsa choke'"", ""'tropical'""]",44
1308,Baby Huey & The Baby Sitters,"[""'classic soul'"", ""'funk'""]",35
1309,Baby Keem,"[""'hip hop'"", ""'rap'"", ""'trap'"", ""'underground hip hop'"", ""'vapor trap'""]",67
1310,Baby Lullaby,"[""'lullaby'""]",55
1311,Baby Lullaby Academy,"[""'lullaby'""]",58
1312,Baby Ranks,"[""'latin'"", ""'latin hip hop'"", ""'reggaeton'"", ""'reggaeton flow'"", ""'tropical'""]",55
1313,Baby Rasta,"[""'latin'"", ""'latin hip hop'"", ""'reggaeton'"", ""'reggaeton flow'"", ""'tropical'""]",60
1314,Baby Rasta & Gringo,"[""'latin'"", ""'latin hip hop'"", ""'perreo'"", ""'reggaeton'"", ""'reggaeton flow'"", ""'salsa choke'"", ""'tropical'""]",60
1315,Baby Sleep,"[""'sleep'""]",68
1316,Baby Sweet Dream,"[""'sleep'""]",51
1317,Baby Washington,"[""'beach music'"", ""'classic soul'"", ""'rhythm and blues'"", ""'southern soul'""]",31
1318,Babyface,"[""'dance pop'"", ""'neo soul'"", ""'new jack swing'"", ""'quiet storm'"", ""'r&b'"", ""'urban contemporary'""]",41
1319,Babylon A.D.,"[""'glam metal'"", ""'hard rock'"", ""'sleaze rock'""]",27
1320,Baccara,"[""'disco'"", ""'europop'"", ""'italian disco'""]",52
1321,Bachat Heightz,"[""'bachata'"", ""'latin'"", ""'tropical'""]",48
1322,Bachman-Turner Overdrive,"[""'album rock'"", ""'art rock'"", ""'blues rock'"", ""'classic canadian rock'"", ""'classic rock'"", ""'country rock'"", ""'folk rock'"", ""'hard rock'"", ""'mellow gold'"", ""'rock'"", ""'roots rock'"", ""'soft rock'"", ""'symphonic rock'""]",35
1323,Bacilos,"[""'colombian pop'"", ""'cumbia'"", ""'latin'"", ""'latin pop'"", ""'pop'"", ""'rock en espanol'""]",64
1324,Backbone,"[""'boston hardcore'""]",45
1325,Backstreet Boys,"[""'boy band'"", ""'dance pop'"", ""'europop'"", ""'pop'""]",53
1326,Bad Bad Hats,"[""'minneapolis indie'""]",55
1327,Bad Books,"[""'dreamo'""]",51
1328,Bad Boys Blue,"[""'eurodance'"", ""'europop'"", ""'italian disco'""]",47
1329,Bad Brains,"[""'alternative rock'"", ""'dc hardcore'"", ""'hardcore punk'"", ""'nyhc'"", ""'post-hardcore'"", ""'punk'"", ""'ska punk'""]",33
1330,Bad Bunny,"[""'latin'"", ""'reggaeton'"", ""'trap latino'""]",73
1331,Bad Company,"[""'album rock'"", ""'blues rock'"", ""'classic rock'"", ""'country rock'"", ""'folk rock'"", ""'hard rock'"", ""'mellow gold'"", ""'rock'"", ""'soft rock'""]",33
1332,Bad English,"[""'album rock'"", ""'glam metal'"", ""'hard rock'""]",46
1333,Bad Lip Reading,"[""'antiviral pop'"", ""'comic'""]",55
1334,Bad Lucc,"[""'west coast trap'""]",54
1335,Bad Manners,"[""'ska'"", ""'ska revival'""]",41
1336,Bad Meets Evil,"[""'detroit hip hop'"", ""'gangster rap'"", ""'hip hop'"", ""'pop rap'"", ""'rap'""]",55
1337,Bad Omens,"[""'melodic metalcore'"", ""'metalcore'"", ""'post-screamo'""]",56
1338,Bad Religion,"[""'punk'"", ""'skate punk'"", ""'socal pop punk'""]",36
1339,Bad Suns,"[""'indie pop'"", ""'indie poptimism'"", ""'indietronica'"", ""'la indie'"", ""'modern alternative rock'"", ""'modern rock'"", ""'pop rock'"", ""'rock'""]",52
1340,Bad Wolves,"[""'alternative metal'"", ""'metal'"", ""'post-grunge'""]",65
1341,Baden Powell,"[""'bossa nova'"", ""'brazilian composition'"", ""'brazilian jazz'"", ""'choro'"", ""'forro'"", ""'jazz guitar'"", ""'mpb'"", ""'samba'"", ""'velha guarda'"", ""'violao'""]",25
1342,Badfinger,"[""'album rock'"", ""'art rock'"", ""'beatlesque'"", ""'bubblegum pop'"", ""'classic rock'"", ""'country rock'"", ""'folk rock'"", ""'jangle pop'"", ""'mellow gold'"", ""'power pop'"", ""'psychedelic rock'"", ""'rock'"", ""'roots rock'"", ""'soft rock'"", ""'symphonic rock'""]",33
1343,Badflower,"[""'modern alternative rock'"", ""'modern rock'"", ""'rock'""]",63
1344,Badly Drawn Boy,"[""'britpop'"", ""'chamber pop'"", ""'melancholia'""]",50
1345,Bag Raiders,"[""'alternative dance'"", ""'australian dance'"", ""'filter house'"", ""'indietronica'"", ""'new rave'"", ""'nu disco'""]",60
1346,Baha Men,"[""'bahamian pop'""]",49
1347,Bahamadia,"[""'hardcore hip hop'"", ""'hip hop'"", ""'philly rap'""]",55
1348,Bahamas,"[""'canadian indie'"", ""'indie folk'"", ""'indie pop'"", ""'new americana'"", ""'stomp and holler'""]",58
1349,Bahari,"[""'la pop'""]",58
1350,Bailey's Nervous Kats,"[""'surf music'""]",14
1351,Baillie & The Boys,"[""'country dawn'"", ""'deep contemporary country'""]",24
1352,Bajaga i Instruktori,"[""'yugoslav new wave'"", ""'yugoslav rock'""]",36
1353,Bakar,"[""'indie r&b'"", ""'uk alternative hip hop'""]",64
1354,Bakermat,"[""'deep euro house'"", ""'deep house'"", ""'deep tropical house'"", ""'minimal tech house'"", ""'new french touch'"", ""'tropical house'""]",63
1355,Balance And Composure,"[""'alternative emo'"", ""'anthem emo'"", ""'dreamo'"", ""'emo'"", ""'melodic hardcore'"", ""'philly indie'"", ""'pop punk'"", ""'progressive post-hardcore'""]",46
1356,Balla Et Ses Balladins,"[""'afropop'"", ""'highlife'"", ""'mande pop'"", ""'west african jazz'"", ""'world'""]",35
1357,Ballyhoo!,"[""'reggae rock'""]",46
1358,Balmorhea,"[""'bow pop'"", ""'compositional ambient'"", ""'focus'"", ""'melancholia'"", ""'neoclassical darkwave'"", ""'post-rock'""]",54
1359,Baltimora,"[""'italian disco'""]",54
1360,Baltimore Symphony Orchestra,"[""'orchestra'""]",0
1361,Balue,"[""'indie garage rock'""]",49
1362,Balwant Singh,"[""'shamanic'""]",0
1363,Bambee,"[""'bubblegum dance'""]",38
1364,Bamberg Symphony,"[""'classical performance'"", ""'orchestra'""]",0
1365,Bambini Di Praga,"[""'classic czech pop'"", ""'czech folk'"", ""'detske pisnicky'""]",0
1366,Bananarama,"[""'dance pop'"", ""'dance rock'"", ""'disco'"", ""'europop'"", ""'girl group'"", ""'hi-nrg'"", ""'new romantic'"", ""'new wave'"", ""'new wave pop'"", ""'soft rock'""]",49
1367,Bancroft's School Choir,"[""'choir'""]",0
1368,Band Aid,"[""'musical advocacy'""]",48
1369,Band Of Skulls,"[""'dance-punk'"", ""'garage rock'"", ""'garage rock revival'"", ""'indie rock'"", ""'modern alternative rock'"", ""'modern blues rock'"", ""'modern hard rock'"", ""'modern rock'"", ""'punk blues'"", ""'rock'"", ""'southampton indie'""]",43
1370,Band of Horses,"[""'indie folk'"", ""'indie pop'"", ""'indie rock'"", ""'modern rock'"", ""'stomp and holler'""]",51
1371,Banda Arkangel R-15,"[""'banda'"", ""'banda caliente'"", ""'duranguense'"", ""'grupera'"", ""'norteno'"", ""'regional mexican'"", ""'tecnobanda'""]",43
1372,Banda Black Rio,"[""'bossa nova'"", ""'brazilian boogie'"", ""'brazilian soul'"", ""'instrumental funk'"", ""'mpb'"", ""'samba'""]",38
1373,Banda Blanca,"[""'pop catracho'"", ""'punta'""]",48
1374,Banda Bostik,"[""'latin alternative'"", ""'mexican rock'"", ""'rock en espanol'"", ""'rock urbano mexicano'""]",47
1375,Banda Brava,"[""'banda'"", ""'duranguense'"", ""'tecnobanda'""]",39
1376,Banda Cana Verde,"[""'banda'"", ""'banda carnavalera'""]",37
1377,Banda Carnaval,"[""'banda'"", ""'grupera'"", ""'norteno'"", ""'regional mexican'"", ""'regional mexican pop'""]",53
1378,Banda Clave Nueva De Max Peraza,"[""'banda'"", ""'banda carnavalera'"", ""'regional mexican pop'""]",67
1379,Banda Cuisillos,"[""'banda'"", ""'cumbia'"", ""'duranguense'"", ""'grupera'"", ""'norteno'"", ""'regional mexican'""]",45
1380,Banda El Limon,"[""'banda'"", ""'grupera'"", ""'norteno'"", ""'regional mexican'""]",49
1381,Banda El Recodo,"[""'banda'"", ""'grupera'"", ""'norteno'"", ""'ranchera'"", ""'regional mexican'""]",49
1382,Banda Fortuna,"[""'banda carnavalera'"", ""'corrido'"", ""'regional mexican pop'""]",48
1383,Banda Guadalajara Express,"[""'banda'"", ""'tecnobanda'""]",39
1384,Banda Jerez,"[""'banda'"", ""'grupera'"", ""'norteno'"", ""'regional mexican'"", ""'regional mexican pop'""]",43
1385,Banda La Costeña,"[""'banda'"", ""'banda carnavalera'"", ""'duranguense'"", ""'grupera'"", ""'norteno'"", ""'regional mexican'"", ""'regional mexican pop'""]",42
1386,Banda La Pirinola,"[""'banda'"", ""'banda carnavalera'"", ""'duranguense'"", ""'grupera'"", ""'regional mexican'""]",42
1387,Banda Los Lagos,"[""'banda'"", ""'banda caliente'"", ""'duranguense'"", ""'grupera'"", ""'tecnobanda'""]",36
1388,Banda Los Recoditos,"[""'banda'"", ""'grupera'"", ""'regional mexican'"", ""'regional mexican pop'""]",58
1389,Banda Los Sebastianes,"[""'banda'"", ""'regional mexican'"", ""'regional mexican pop'""]",64
1390,Banda MS de Sergio Lizárraga,"[""'banda'"", ""'norteno'"", ""'regional mexican'""]",62
1391,Banda Machos,"[""'banda'"", ""'cumbia'"", ""'duranguense'"", ""'grupera'"", ""'norteno'"", ""'ranchera'"", ""'regional mexican'"", ""'tecnobanda'""]",43
1392,Banda Maguey,"[""'banda'"", ""'cumbia'"", ""'duranguense'"", ""'grupera'"", ""'norteno'"", ""'ranchera'"", ""'regional mexican'"", ""'tecnobanda'""]",42
1393,Banda Movil,"[""'banda'"", ""'duranguense'"", ""'grupera'"", ""'norteno'"", ""'regional mexican'"", ""'tecnobanda'""]",41
1394,Banda Pachuco,"[""'banda'"", ""'banda caliente'"", ""'duranguense'"", ""'grupera'"", ""'tecnobanda'""]",41
1395,Banda Pelillos,"[""'banda'"", ""'banda carnavalera'"", ""'duranguense'"", ""'grupera'"", ""'norteno'"", ""'regional mexican'"", ""'regional mexican pop'""]",45
1396,Banda Pequeños Musical,"[""'banda'"", ""'cumbia'"", ""'duranguense'"", ""'grupera'"", ""'norteno'"", ""'ranchera'"", ""'regional mexican'""]",45
1397,Banda R-15,"[""'banda'"", ""'banda caliente'"", ""'duranguense'"", ""'grupera'"", ""'norteno'"", ""'regional mexican'"", ""'tecnobanda'""]",40
1398,Banda Rancho Viejo De Julio Aramburo La Bandononona,"[""'banda'"", ""'banda carnavalera'"", ""'grupera'"", ""'norteno'"", ""'regional mexican'"", ""'regional mexican pop'""]",57
1399,Banda San Jose De Mesillas,"[""'banda'"", ""'grupera'"", ""'norteno'"", ""'regional mexican'""]",54
1400,Banda Sinaloense El Recodo,"[""'banda'"", ""'regional mexican'""]",38
1401,Banda Sinaloense El Recodo De Cruz Lizarraga,"[""'banda'"", ""'regional mexican'""]",33
1402,Banda Sinaloense Los Recoditos,"[""'banda'"", ""'regional mexican'""]",39
1403,Banda Sinaloense MM,"[""'banda'"", ""'banda carnavalera'"", ""'tamborazo'""]",42
1404,Banda Tierra Blanca,"[""'banda'"", ""'banda carnavalera'"", ""'regional mexican pop'""]",50
1405,Banda Tierra Sagrada,"[""'banda'"", ""'grupera'"", ""'norteno'"", ""'regional mexican'"", ""'regional mexican pop'""]",69
1406,Banda Torera Del Valle,"[""'banda'""]",36
1407,Banda Toro,"[""'banda'"", ""'tecnobanda'""]",50
1408,Banda Triguera,"[""'banda'"", ""'banda carnavalera'"", ""'regional mexican pop'""]",36
1409,Banda Vallarta Show,"[""'banda'"", ""'duranguense'"", ""'grupera'"", ""'tecnobanda'""]",38
1410,Banda Zarape,"[""'banda'"", ""'duranguense'"", ""'tecnobanda'""]",41
1411,Banda Zeta,"[""'banda'"", ""'duranguense'"", ""'tecnobanda'""]",59
1412,Banda Zirahuen,"[""'banda'"", ""'banda carnavalera'"", ""'duranguense'"", ""'grupera'"", ""'regional mexican'"", ""'regional mexican pop'"", ""'tamborazo'""]",45
1413,Banda Zorro,"[""'banda'"", ""'duranguense'"", ""'grupera'"", ""'tecnobanda'""]",42
1414,Bandits Of The Acoustic Revolution,"[""'acoustic punk'"", ""'folk punk'"", ""'modern ska punk'"", ""'ska'"", ""'ska punk'""]",40
1415,Banes World,"[""'bedroom pop'"", ""'indie garage rock'""]",61
1416,Bang Tango,"[""'funk metal'"", ""'glam metal'"", ""'hard rock'"", ""'sleaze rock'""]",36
1417,Bankrol Hayden,"[""'melodic rap'""]",73
1418,Bankroll Fresh,"[""'atl hip hop'"", ""'atl trap'"", ""'dirty south rap'"", ""'gangster rap'"", ""'rap'"", ""'southern hip hop'"", ""'trap'""]",56
1419,Bantu,"[""'zimdancehall'""]",66
1420,Bappi Lahiri,"[""'desi pop'"", ""'filmi'"", ""'indian folk'"", ""'modern bollywood'"", ""'sufi'""]",31
1421,Barbara,"[""'grupera'"", ""'latin'"", ""'mexican pop'"", ""'ranchera'""]",31
1422,Barbara Acklin,"[""'chicago soul'"", ""'classic soul'"", ""'southern soul'""]",42
1423,Barbara Bonney,"[""'classical performance'"", ""'classical soprano'"", ""'opera'""]",46
1424,Barbara Cook,"[""'broadway'"", ""'show tunes'""]",10
1425,Barbara Dane,"[""'traditional folk'""]",22
1426,Barbara Dickson,"[""'classic uk pop'""]",52
1427,Barbara Hendricks,"[""'classical performance'"", ""'classical soprano'"", ""'opera'"", ""'spirituals'""]",22
1428,Barbara Lewis,"[""'brill building pop'"", ""'classic soul'"", ""'motown'"", ""'rhythm and blues'"", ""'soul'"", ""'southern soul'""]",25
1429,Barbara Lynn,"[""'classic soul'"", ""'motown'"", ""'rhythm and blues'"", ""'soul'"", ""'southern soul'""]",23
1430,Barbara Mandrell,"[""'classic country pop'"", ""'country'"", ""'country gospel'""]",32
1431,Barbara Mason,"[""'classic soul'"", ""'funk'"", ""'motown'"", ""'philly soul'"", ""'quiet storm'""]",24
1432,Barbara Ruick,"[""'vintage hollywood'""]",1
1433,Barbara Tucker,"[""'chicago house'"", ""'deep house'"", ""'disco house'"", ""'diva house'"", ""'tribal house'"", ""'vocal house'""]",44
1434,Barbra Streisand,"[""'adult standards'"", ""'mellow gold'"", ""'soft rock'""]",30
1435,Barcelona,"[""'acoustic pop'""]",46
1436,Barclay James Harvest,"[""'album rock'"", ""'art rock'"", ""'progressive rock'"", ""'symphonic rock'""]",35
1437,Bare Noize,"[""'filthstep'""]",45
1438,Barenaked Ladies,"[""'alternative rock'"", ""'canadian pop'"", ""'canadian rock'"", ""'comic'"", ""'pop rock'"", ""'post-grunge'""]",44
1439,BarlowGirl,"[""'ccm'"", ""'christian alternative rock'"", ""'christian music'"", ""'worship'""]",43
1440,Barnes Blvd.,"[""'chillhop'"", ""'lo-fi beats'""]",62
1441,Barney,"[""'cartoon'"", '""children\'s music""']",41
1442,Barney Bentall & The Legendary Hearts,"[""'classic canadian rock'""]",37
1443,Barney Kessel,"[""'bebop'"", ""'cool jazz'"", ""'hard bop'"", ""'jazz'"", ""'jazz guitar'"", ""'soul jazz'""]",13
1444,Barney Wilen,"[""'french jazz'"", ""'jazz saxophone'""]",7
1445,Barns Courtney,"[""'modern alternative rock'"", ""'modern rock'"", ""'rock'""]",65
1446,Barre Phillips,"[""'avant-garde jazz'"", ""'ecm-style jazz'"", ""'free improvisation'"", ""'free jazz'"", ""'jazz double bass'""]",45
1447,Barrett Strong,"[""'motown'""]",47
1448,Barrett Wilbert Weed,"[""'broadway'"", ""'hollywood'"", ""'pop'"", ""'show tunes'""]",56
1449,Barrington Levy,"[""'dub'"", ""'lovers rock'"", ""'reggae'"", ""'reggae fusion'"", ""'roots reggae'""]",48
1450,Barrio Pobre,"[""'rock urbano mexicano'""]",54
1451,Barry Adamson,"[""'british alternative rock'""]",31
1452,Barry Bostwick,"[""'hollywood'""]",44
1453,Barry Douglas,"[""'classical piano'""]",0
1454,Barry Gibb,"[""'soft rock'""]",52
1455,Barry Harris Trio,"[""'jazz trio'""]",10
1456,Barry Manilow,"[""'adult standards'"", ""'bubblegum pop'"", ""'disco'"", ""'lounge'"", ""'mellow gold'"", ""'quiet storm'"", ""'soft rock'"", ""'yacht rock'""]",37
1457,Barry McGuire,"[""'bubblegum pop'"", ""'folk rock'""]",26
1458,Barry White,"[""'adult standards'"", ""'disco'"", ""'funk'"", ""'motown'"", ""'quiet storm'"", ""'soul'""]",41
1459,Barry Wordsworth,"[""'classical performance'"", ""'orchestral performance'""]",41
1460,Bart Crow,"[""'red dirt'"", ""'texas country'""]",51
1461,Barão Vermelho,"[""'brazilian rock'"", ""'mpb'"", ""'rock gaucho'"", ""'rock nacional brasileiro'""]",57
1462,Barón Rojo,"[""'latin metal'"", ""'rock en espanol'"", ""'spanish metal'""]",41
1463,Bas,"[""'metropopolis'"", ""'modern rock'"", ""'pop'"", ""'pop rock'""]",61
